Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Korea, Rep.",KOR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,27576960757.4306,28938253834.6781,29649660482.4228,32475783404.6661,34931355042.4565,36744341227.4807,41410872518.0114,43936951529.238,49077491649.4138,55997453545.498,63203503772.4219,69802723539.3236,74347466779.7191,85341610691.2348,93348282252.2833,100197661848.862,113679909958.45,127114323218.173,140204031456.712,151966733489.486,149093441974.141,160132393213.379,173409461822.278,194534213829.381,213713480107.14,229679939886.331,257792299501.017,289413124776.731,323159876101.536,344979833693.394,377053749283.025,413676560143.42,437525995578.944,465218740624.555,506027230599.139,551218621130.396,590828731339.993,624900292540.467,589194128884.459,652418133306.823,710034993718.359,742166345728.082,797327366677.531,820714629232.707,860928427357.697,894708567926.711,941019882149.125,992431619676.197,1020509638539.71,1027729932849.17,1094499338702.72,1134795571930.64,1160809426196.79,1194429021591.57,1234340240503.49,1266580410309.11
Kosovo,KSV,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263724315.43845,4144078630.6756,4115030782.42316,4361115614.51183,4475033482.42383,4745022533.73323,4958692405.24165,5319986848.90329,5460690853.41224,5643168877.52706,5829933774.83444,6099252132.02091,6270547045.36458,6486283003.54946,6565320557.98225,6803277038.58773
Kuwait,KWT,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43844942777.3901,58748043614.7941,63704125959.5255,66799057920.4466,67203277041.1724,68865432658.7579,71387322749.4766,70110196789.9512,73401577459.8744,73936694347.5227,76154795184.9267,89344806001.3957,98960267620.3768,108931455687.369,117123372644.801,124141008374.04,127219511514.306,118217328332.17,115419050942.08,126532100488.486,134916608513.608,136466852756.455,134253314724.354,133716301465.457
Latin America & Caribbean (excluding high income),LAC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,615876926183.164,658143331993.754,696936438236.109,722270799261.753,775230085317.903,809619071009.348,846260088509.878,886304567540.211,963555646442.012,1019696677704.36,1097431518552.34,1172872585858.04,1272535457967.6,1401689237551.53,1497273511022.39,1569728675270.72,1684448667778.97,1759599929803.15,1842668729158.14,1955422956597.46,2081725587888.81,2097164389663.7,2096927886536.34,2028735648912.34,2112019340471.72,2212295429411.14,2305639431162.57,2382410686367.11,2404560202604.21,2447979182669.84,2462240004278.73,2535405842235.89,2579787353272.28,2674054165456.56,2792058695665.6,2841976050428.96,2926381860040.9,3065110501426.39,3117550857604.27,3127999099822.23,3261481806382.83,3301087190794.32,3341459121893.33,3371709207960.83,3579135332497.85,3728239587572.93,3924920218223.52,4149096649579,4320544423477.85,4261618721841.62,4500356282030.4,4694262658368.9,4843758538097.18,4980644930768.55,5028926253697.47,4972082286731.36
Lao PDR,LAO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,1528282435.53471,1605765804.03784,1684209603.42093,1660196271.20276,1626822988.32702,1857679527.2047,1982229112.87145,2067396848.21473,2182341172.47303,2311373328.54529,2499958706.73316,2675737161.48938,2861120894.06967,3057739733.34426,3179058862.41535,3411332858.49411,3609148625.3784,3816725664.34884,4042628079.22619,4287894199.67633,4560505455.40252,4884646498.62535,5305667183.68822,5708729636.36055,6155432179.38319,6617198846.38251,7181441139.89806,7758732250.6097,8381309299.80782,9091298196.8222,9774533813.97007,10458284497.762
Lebanon,LBN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15457181972.8755,8895435380.88356,11255675491.4349,15555423343.423,16255407587.0074,17392955502.288,18784939480.9824,20012525062.765,21040469188.2154,20559318663.2974,21297941647.5681,21201446154.7772,21486407696.3343,22335876289.4837,23089461181.4147,23836957176.5271,25619676082.0681,26312007078.5854,26733728867.1572,29247791881.3601,31908778412.088,35195673804.9209,38009950248.7562,38771892507.3694,39624874128.6105,39981498020.1,40705166186.7142,41319230908.0978
Liberia,LBR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1426700787.8148,1461512079.03896,1481163659.27636,1514852143.68055,1592896740.23479,1669256805.57371,1797833914.74399,1919112030.61857,2010632020.93449,2157176393.11709,2300913213.27413,2413769101.05254,2513711105.47439,2457002406.38262,2573788653.00656,2484514490.32084,2616460447.93154,2658009436.03654,2786025034.80171,2876983728.70277,2759074461.26861,2700119934.54665,2634427710.94385,2584456494.74268,2529993837.27137,2508657939.80888,2466547655.28902,2441842695.39586,2391982754.12254,1754078045.23354,858956846.842433,736768416.462007,478268199.475047,320557388.283499,250796568.136356,240097055.843849,269199729.279467,555304687.981094,723051855.693259,880253798.080175,1132146638.24602,1165190798.01995,1209034189.54096,844568142.711469,866700939.849503,912479873.144222,985872107.763442,1079873956.95073,1157051893.00929,1218376789.68453,1292697100,1398698238.23309,1510516487.30938,1641989954.45724,1653502629.68398,1658424405.33853
Libya,LBY,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46322057225.7385,48026344512.6129,47179698570.1011,46727316322.5252,52809344317.7121,55165501857.1698,61714049045.1692,65725799949.0192,69900911108.9382,71765417108.4958,71198368527.333,74773444900.5368,28357141373.22,57986607817.7471,50128037037.8092,38097308148.735,34211382717.564
St. Lucia,LCA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,372168254.996187,385232212.290311,343543852.300057,358147514.134835,442319660.187043,416630968.190787,478614075.691397,487875451.268009,547238967.487067,596839206.320507,737364351.331472,757110559.950783,810272705.925073,831120715.607593,842932450.228095,870646748.991118,917811732.162896,921516529.195617,980061853.979021,1003177464.11952,1047523545.9066,1013701505.77868,1014161778.62344,1062673857.95271,1149975613.13349,1140925169.60285,1234739279.96876,1242412120.87347,1277116109.75525,1271322686.32209,1249497000,1258266175.64234,1244975458.30242,1246700775.02543,1252386839.55531,1274434860.50665
Latin America & Caribbean,LCN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,803492775873.738,855792516560.915,896332360603.191,918608440831.591,987179926351.338,1038345019636.03,1079987315360.1,1127446052644.87,1215718573711.55,1292608845512.47,1379445187762.22,1471137532260.83,1576329120935.16,1711801326651.32,1820987958568.73,1889059822966.05,2005147417794.85,2101919442461.44,2184154321386.97,2328780651995.4,2472821137035.86,2478330458346.96,2458532710887.2,2392232376950.36,2487688956245.23,2576849084249.63,2694543860775.02,2786948139597.17,2811915926072.34,2849488889898.49,2863308943317.15,2970144261326.46,3056858353671.76,3176854219523.04,3322465539752.78,3379511742275.24,3493595762867.2,3671461535826.69,3749327081167.21,3750171041692.96,3890245734886.18,3929826757578.77,3941515772815.7,4005528586604.86,4254863315937.74,4448018711859.55,4686198072832.65,4951043779487.35,5143422555736.14,5079715995191.5,5371409239440.84,5617852993488.28,5783815964922.36,5947359876834.43,6005712877419.32,5949253110743.19
Least developed countries: UN classification,LDC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,231902869710.59,234976892317.061,243647990482.408,256002585699.962,263947913982.238,269608361594.578,270693327156.871,274391789886.055,274132349275.548,270546837698.852,275719597991.34,290632469638.977,307774809357.504,324334230129.246,338274198907.166,352186016340.385,366348951068.803,386472197704.431,398305292431.197,419899836177.497,447872259494.027,484875993201.507,524673924193.403,573881121152.146,616405655304.964,643868091980.847,678320686656.97,703712767747.74,733216921317.405,773931630291.011,816427072781.964,852680108728.953
Low income,LIC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,123596122575.818,124650988050.144,126578655663.252,129689351855.768,134191757295.56,138372118363.24,143289894438.368,145516469948.756,146138388943.503,146526910536.924,141107774848.773,140803602032.491,143060087092.561,148590010896.567,157432500810.569,162843585627.141,167866854686.446,173162797926.551,176301638180.714,184204020516.567,188349788536.157,194136142150.864,204631534828.055,217242808395.765,228873853670.316,243750946262.299,256483839242.589,270963748763.511,289211823374.798,306224526424.113,319094281579.072,337853612417.383,358219286655.459,375031695102.667
Liechtenstein,LIE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5082338964.87305,,,,,
Sri Lanka,LKA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,5924493033.6224,6150691336.3611,6305488774.10681,6551808520.80007,6718024859.26175,7055524282.15753,7509831214.04154,7945483594.76228,8558622235.0959,8887840752.84462,9003996423.28052,8967036826.76702,9599876388.25626,9969071394.64642,10579799952.2396,10932647568.4233,11490277125.8883,12139918649.0897,12917305250.5428,13672454340.664,14451719262.0142,15050236594.1564,15774753624.7009,16579131431.1742,17407989583.8216,18166202737.3756,18479680674.3054,18936624973.3559,19372035058.7496,20611844394.129,21559986606.7599,22508624131.3587,24061733433.5711,25409170950.2098,26806697009.2292,27825342704.3855,29607667121.8641,30998760577.3696,32331874829.8538,34271798040.9412,33742158886.2994,35079926055.4816,37163768055.402,39187357999.1951,41633334150.8608,44825899741.2981,47872638202.9726,50721102373.424,52516077578.7272,56725745039.336,61493395362.8239,67116707719.9298,69395796204.8212,72781341623.5865,76264645401.5186
Lower middle income,LMC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,525762516667.12,544989806881.868,564392867681.169,592080758998.556,628319327881.366,638027873499.009,644513970526.537,657315438848.661,687892817047.779,742144893162.8,802215163223.063,841668628645.51,860506511351.182,904831720784.64,953488539186.435,995456509187.531,1052443419558.61,1123984702863.02,1172498702764.27,1192957588064.43,1258222444113.3,1292530753011.84,1327842208678.22,1384438344944.73,1424254696374.37,1480380341886.16,1527425737283.83,1568555255433.73,1666198816958.44,1758435266817.65,1832529392680.27,1861335848182.54,1909068387576.59,1955516156018.81,2013735916576.92,2109874242324.22,2232486100694.97,2319162536594.93,2331053458277.18,2437217356146.36,2543239266653.39,2652431438549.63,2754006660327.36,2928139416321.77,3173936873435.2,3383451291348.84,3633146863611.6,3895562896471.63,4080416700807,4284426432092.9,4601540509108.32,4849873628068.1,5098203082659.83,5382492748134.27,5682391878693.79,5993615561341.78
Low & middle income,LMY,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2054620647431.25,2093274785702.67,2182874344801.12,2302578939468.01,2473393228700,2604222573541.16,2726945110564.33,2828390963296.82,3016766807864.45,3242829597530.21,3515468100599.44,3735116787108.46,3982382576863.52,4287452008595.33,4546644471437.42,4754083555052.71,5092416866772.74,5312250247908.31,5509581878372.02,5720978842684.08,5978197400641.91,6098640585313.9,6265337030310.67,6343776311800.08,6632526847102.54,6957920380429.14,7223130304136.32,7542444479044.07,7842787608623.9,8096702906928.17,8279711169538,8353954606315.69,8390604470058.07,8614351693634.12,8813994547200.36,9152037770591.46,9586837271189.19,10043574520871.1,10229975266163.6,10581749299974.1,11190464394783.6,11603993120683.4,12121970123539.6,12769877032161.3,13795963846946.4,14767250351505,15959067366171.9,17333009519927.6,18322969434214.8,18782902860568,20188495930202.8,21389841895354.4,22476856222199.2,23580436917544,24604834350986,25483438593057.1
Lesotho,LSO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,208563606.905359,212452896.379027,245025776.089794,271035439.62935,293398890.398528,299719009.126115,298503584.128989,331076484.580089,329861038.842631,334965753.313425,342258199.594512,359760323.701184,359031052.110642,453832770.80344,503664013.486596,435601395.84656,483731557.894,589228734.492972,697157030.710524,717332189.680418,697642997.454111,702489100.712162,720450353.571459,737078003.015939,773554130.444514,793342233.319115,837006794.258554,837018802.911387,908639798.011354,958402701.297126,1012496725.37143,1052031720.07887,1128361019.66414,1165942171.29704,1228268697.24771,1252804220.87573,1318121378.40955,1371973072.43256,1395900136.91003,1401512097.70611,1473554577.85423,1535874197.274,1544050824.69314,1616484633.44516,1653530871.14848,1698250617.27194,1771401813.40366,1855250499.9942,1961620803.13371,2027490711.28353,2187482926.29624,2276044148.40001,2389701173.48869,2496306485.34194,2587149144.08071,
Late-demographic dividend,LTE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1027826175090.95,1023379622852.27,1057263300659.56,1095855613836.74,1168607651136.28,1242153452203.93,1322276972357.65,1357682058697.46,1450816171380.4,1594156296627.79,1753831314141.22,1901710110108.79,2059442390344.79,2260480426618.85,2406404816272.17,2522743450943.82,2702368240299.43,2873181310448.02,3029230521502.85,3255006936267.12,3525664007447.28,3519249062314.39,3582502128354.28,3603908268042.39,3865955897179.12,4148664721417.77,4397070976383.02,4657311874005.91,4866658275655.15,5079590059373.19,5097402095113.98,5117000377165.69,5077870205975.88,5242700219632.98,5417815598352.63,5690940440614.7,5941419864120.9,6237879076820.82,6368925825507.41,6628012206408.17,7071334760694.95,7410956460598.67,7816777614383.49,8314372182086.73,8953338775600.77,9596721718936.97,10433040517155.9,11433935872898.3,12180529524202.3,12490094899749.6,13440440525989.9,14329639738667.9,15091313294262.6,15859913824034.3,16567845863790.6,17123636815101.3
Lithuania,LTU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19321871754.107,20316940116.5872,22001870429.2528,23644788818.23,23376504901.9608,24272214758.8765,25855838632.7504,27603887122.4165,30512940646.5289,32511563593.0048,35023864732.3794,37617887784.8437,41788565845.257,42886801934.2872,36533481054.584,37132564255.4319,39377194356.1208,40887547827.239,42336907127.716,43620761128.7758,44315977742.4483
Luxembourg,LUX,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,8504569341.04603,8830292911.38481,8950268129.45116,9258077565.07847,9986302098.27925,9912909408.31401,10022536681.115,10044258606.2042,10464497572.5047,11508107049.8939,11710642119.2053,12022992715.2318,12816292847.6821,13881669933.7748,14466430728.4768,13515787947.0199,13858322781.457,14075867549.6689,14649455099.3377,14993074039.7351,15119148211.9205,15035849139.0728,15205949271.5232,15660466754.9669,16629370331.1258,17093613509.9338,18800228741.7219,19543021721.8543,21197002913.9073,23273898278.1457,24512053774.8344,26630922516.5563,27115512715.2318,28254540000,29334123708.6093,29754247152.3179,30205069006.6225,31998576821.192,34075701854.3046,36944998807.947,40063841059.6026,40926357615.894,42408211920.5298,43000927152.3179,44897748344.3709,46341854304.6358,48710198675.4967,52799735099.3377,52354569536.4238,49539470198.6755,52351655629.1391,53694834437.0861,53240000000,55554172185.4305,57814834437.0861,60618410596.0265
Latvia,LVA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12741532856.3858,13041471913.0896,14214280604.1335,15142933227.345,15539901960.7843,16379191838.8977,17436838897.7213,18676903815.5803,20250359035.5061,21939544250.1325,24287420508.744,27178155802.8617,29885235824.0594,28810072866.9846,24676136724.9603,23743309485.9565,25218125331.2136,26228170376.2586,27020688924.2183,27658162427.133,28180047694.7536
"Macao SAR, China",MAC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,3683231826.58982,4051555002.18429,4395937185.09046,4426708738.32158,4723298231.34816,5398729875.20145,5819830807.12228,6110822346.46918,6599688135.39777,6843876592.522,7754112178.80264,8157326015.65282,8508091030.1881,8788858033.2861,8753702604.01913,8727441492.695,8325979191.86255,8126155690.61195,8589346561.66661,9918410535.70926,10805834997.9008,12065115459.4317,15293135565.0794,16525732336.0536,18725996392.0697,21431444070.7025,22158776481.721,22451519980.9567,28123640998.7253,34218765120.1229,37377058441.3317,41563521591.0347,41209357161.1151,32823775283.8127
St. Martin (French part),MAF,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,11947014184.2009,13145161283.9847,14445446369.6065,15653398481.5429,16391215216.3929,17308614101.4967,17730466108.6526,18361548509.4074,19389069934.5818,20854538798.9137,23109494479.5687,24509737499.8931,25056957435.6219,26258134655.157,27214499196.1996,26740032111.0679,29135236266.2304,29539216588.5393,31435157625.4702,33323672523.7555,36413145449.7067,36294801242.8977,40604894538.531,41760592095.0181,43185385081.897,46301680542.2391,45330392242.2895,44994679123.3821,49758715929.222,47069034480.2997,52892827880.8586,52067328269.9329,55836249260.847,56440024805.3577,57519650790.1246,61730070507.7354,63656943581.2509,67451637210.9079,70687304633.4949,73014076004.5985,78544623310.6445,81318751799.0351,86135221236.4504,89790590993.4885,93216746661.5977,98106615021.8513,101059586129.684,105834986867.275,108393104418.448,113162401012.86
Monaco,MCO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350674803.33858,,,,,
Moldova,MDA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,7668593032.99405,7614055124.41528,8507253206.3759,8877928641.64152,9175983275.41695,8690493332.54151,9377788649.63477,9490529314.6434,9651153142.53417,10136826470.0543,9893542652.5183,8310575803.04042,5892198251.92636,5821491874.25344,4022650870.54637,3966333798.1893,3760084420.43062,3820245771.15751,3571929797.96111,3450484172.96806,3522944350.14815,3737843957.00204,4029395789.60233,4295335928.88278,4613623005.2158,4959052552.02992,5197013778.53475,5356455226.33435,5772375747.40103,5426634692.61836,5811604051.96737,6184380719.3893,6141090032.65411,6718156374.4536,7040627880.42737,7005424741.02524
Madagascar,MDG,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,3651568049.64216,3726375268.63736,3811003848.33107,3775584316.6825,3925192556.84327,3907440721.85032,3988111883.32035,4208597265.39409,4495993370.4132,4663299272.37588,4909356186.80499,5102262712.0859,5037330218.25147,4905428818.0914,5003874857.50605,5066858211.73784,4911363508.33335,5027468159.29592,4893646711.95062,5375898481.85328,5419215903.00879,4893617620.98776,4805033640.52864,4848380152.64701,4931029463.22785,4988026106.75789,5085746813.92281,5145661260.66408,5320789571.26692,5537818872.77088,5711154233.15068,5350806992.567,5414275712.05954,5527789241.14197,5523830887.64384,5618410647.91236,5739145519.79672,5951120435.23127,6185138512.86326,6473311272.40879,6781445103.03066,7189540561.32303,6278353422.6091,6892683532.63525,7255032154.37267,7588974026.87796,7970138367.75655,8467521105.2625,9071129493.65326,8707027002.4923,8729936135.74488,8856903643.14916,9125049593.31503,9331595052.89601,9623316194.85465,9913610157.01176
Maldives,MDV,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225915100.12917,1296205937.84301,1480026955.54827,1688711729.83533,1543414122.87445,1862195903.6426,2063143271.34413,2320556626.80372,2192660574.26177,2323401757.8125,2525754691.5989,2588809904.81054,2710478628.92842,2886133520.00709,2929826239.24125
Middle East & North Africa,MEA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,423022978896.808,469200487136.161,510881241795.267,562394274845.576,647355151311.636,708111663740.961,785145755037.997,803985904620.206,914660367126.053,951247916596.695,925969991076.699,961034836300.433,979366174948.357,1000150811352.53,1018672720478.23,1025141866970.87,1021649705260.31,1026294428997.4,1010204031520.08,1018287341716.49,1035483875938.1,1065003361334.26,1185588748736.96,1211380270526.4,1268773026946.99,1307512969929.59,1344655853466.79,1386772626171.78,1459431074890.46,1518286319343.41,1588465057193.66,1635032768482.38,1726992924322.58,1760390959160.22,1801732030413.52,1885009772405.84,2043623573486.47,2158199474826.46,2304969103524.04,2446962501315.96,2570011626182.23,2610574689390.2,2742639888023.15,2843395801049.45,2962418185030.46,3026881130574.21,3102309678351.24,3192525736847.37
Mexico,MEX,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,140724856112.224,147761098917.835,154653289289.36,167190856585.534,187095731856.756,200379528818.585,212594944025.402,225042218292.27,246248573981.697,254666877045.627,271226550063.28,281431361367.034,304589805804.437,328533975522.309,347512815684.276,367475637424.436,383708668417.957,396718846889.591,432252725205.441,474173329923.604,517954948316.68,563393067020.854,559855507249.041,536362309775.91,555725959502.311,570138068392.522,548735542094.066,558918685409.698,565879671433.01,589636959533.617,619521566773.427,645679320560.178,669108819489.255,696284178075.869,729200001792.474,687207689775.037,727579538176.222,778240092360.952,814831715122.019,836563384093.725,880871744874.416,875538133492.772,876693118608.856,889165579491.43,927361592006.62,955484515365.572,1002728584323.31,1034857241688.87,1049348247989.9,1000025324482.99,1051128603513.77,1093642696896.43,1137587161961.8,1152891832129.47,1178835546873.81,1208858955424.02
Marshall Islands,MHL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,72842623.3860388,76361818.6223884,88203937.3787926,91613985.5213591,85881348.6180619,106958793.328037,116974223.1913,126085329.27072,123952486.352266,127269804.959491,127381640.510007,136477651.974689,144674861.859905,153178487.598389,165759338.072294,148681271.102537,139097833.669636,135141522.432862,131901979.470664,139671897.76995,147163032.479152,151012674.188333,151269493.83041,151185671.684407,155343634.450498,158331648.420209,164247808.222778,161144011.196037,157337759.72746,163803078.278876,164053269.65571,168670109.611944,172620418.192728,170943750.207874,
Middle income,MIC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1988794260453.35,2028659806118.01,2112708700377.5,2230070123963.84,2399983265310.8,2528772412133.65,2648086976943.82,2747904739342.15,2933196952276.31,3154337444861.51,3422591701142.6,3638125724202.09,3882873645701.09,4185441137152.87,4440147975438.87,4647686261598.3,4984485319593.82,5202797658987.04,5400009287032.81,5608382466186.1,5862849924353.98,5979887084244.71,6145144696371.87,6222563011077.16,6509476062386.01,6831861670357.71,7092694678586.99,7407979356196.4,7703530817291.96,7955466499003.15,8137537932610.45,8211256870347.59,8252214629459.41,8475616205081.49,8672871397423.31,9005466685648.36,9431841910359.06,9882906557501.11,10064686574966.3,10411185253499.6,11015909850691.2,11421804714907.8,11935126234582.2,12576880790632.5,13592031467020.7,14550568644178.2,15730184320436.9,17088745124680.2,18065818834463.3,18511646708082.2,19898871139503.5,21083170233652.8,22157140797254.8,23242105422890.6,24246413198225.7,25108346925898.1
"Macedonia, FYR",MKD,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7693306832.47839,7218570743.08383,6744657232.91406,6240880484.35722,6131155435.15501,6062809746.02776,6134660341.64662,6222998305.92263,6433256966.43762,6712397782.5365,7017753871.63858,6802502120.44073,6904133452.9802,7057558640.8242,7387459163.25549,7736396749.21033,8133817396.81345,8660358997.01112,9134228879.94995,9101472088.16896,9407168702.4313,9627286317.03306,9583368137.54723,9863707082.21495,10212964610.2751,10587298397.7196
Mali,MLI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,1428012843.27334,1480969417.20275,1484390447.9619,1575486819.66519,1615961013.44049,1710398040.63526,1685509768.58871,1659741255.16705,1852686991.58899,2105086665.23202,2238731190.75911,2205967889.49292,2435293190.69894,2329946306.95946,2365100636.97036,2190593269.90003,2230481208.24126,2224079478.30964,2675270362.94357,2747305251.42051,2743481983.65489,2946217649.05906,3069292594.80965,2992486767.11274,3343960436.45608,3236329636.26944,3338991455.10907,3465203130.00784,3497118426.89818,3743867598.49108,3924659876.15994,4221822077.94706,4462505775.75741,4459791011.70257,5113650814.16751,5519163051.53926,6234019669.33109,5850456513.61582,6457062949.00153,7265077708.96112,7868285059.88562,8619380424.78345,9631854894.68572,10678749467.4697,11506340739.9658,12796848047.7655,13694480668.3443,14761106186.0189,15884582490.5535
Malta,MLT,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,1103175487.99248,1130247278.80246,1196234770.73136,1245832523.8387,1370869144.11439,1639012440.25531,1917924543.64996,2151607657.95638,2391752055.92646,2642665262.87202,2828965624.57343,2922654246.30332,2989420849.89888,2971113878.94498,2999112777.11597,3076648187.96526,3196181947.79285,3327561393.18893,3607550378.34212,3902615692.61737,4148144494.21417,4407672744.89654,4614433842.79051,4821194938.96274,5093645758.69388,5416709971.14012,5621317305.51716,5916828764.3923,6220101926.75848,6513689035.24429,6954678407.10491,6846888640.26036,7039394965.07203,7048693123.87338,7013222369.92764,7270299241.97047,7431983892.23722,7750015360.86609,8052265959.93993,7826802513.06163,8163355021.12327,8277641991.4189,8368696053.32456,8611388238.87086,,
Myanmar,MMR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,200600686860.775,213320738762.191,232552916389.536,260090860028.144,291132602698.294,317712562233.068,342866749989.037,389473308193.544,411988811179.888,437870019695.322,448519876449.352,519907320361.184,522843423689.359,498298901283.771,483570184741.855,450330490805.699,444311475130.685,504094778254.478,533564615250.048,528900384061.039,546639109102.104,532399235173.834,539652284981.143,535237249072.18,547144007284.441,617470292780.806,605599251573.465,634151503627.451,645104822870.491,655258995499.55,672481311340.977,715821503000.66,742383080484.698,792989613681.091,832293680960.911,867210076247.293,891951153207.889,923477193458.857,946893163551.599,1024011606711.26,1074814613566.46,1136486021227.2,1208381175444.72,1253878863004.74,1293261620428.19,1362935527742.17,1354147208045.01,1392891312484.94,1405315902077.37,1427212863491.65,
Montenegro,MNE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2961679168.51408,3106801536.27248,2814762268.65468,2902019826.27583,2933942074.31912,2989686940.23688,3064429066.08831,3199264053.92075,3333409004.6752,3618956913.23019,4004661770.24471,4281888387.15438,4039665494.04749,4139192052.98013,4272823841.05961,4156440802.53725,4303952078.27945,4380722217.29257,4528558178.93351
Mongolia,MNG,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,2497286748.9019,2705613808.68412,2863460345.17944,3033361458.32477,3206653523.65758,3507277115.54159,3628581501.88164,3813928440.31322,3973281836.06564,3846754258.23541,3512334956.11784,3187216875.43285,3086220616.44889,3152092375.19358,3353083240.89279,3428027797.97268,3561608222.85649,3680563679.43962,3793570566.00948,3837047241.91555,3950344140.41709,4137313077.83459,4427116740.21558,4897515866.14235,5252765281.98784,5702204213.4547,6286567034.13562,6846094631.35334,6759245147.36381,7189482029.68248,8432599360.23547,9471480399.77148,10574805179.3285,11408652448.6758,11670531632.3175
